PC9,VS_GLOBAL,SKU_1_2_SEARS,SKU_2_2_LIVERPOOL,MARCA,GENDER ,COLLECTION,USE_TYPE,LINE,NAME,DESCRIPTION,EXTENDED_DESCRIPTION,MATERIAL,COLOR,SPANISH_COLOR,SHOOTING,STATUS
85130847,08513-0847,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,513_ Levi_s© Slim Straight Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.","99% Algod¢n, 1% Elastano",Blue Mekong ,Azul,SI,-
85130846,08513-0846,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,513_ Levi_s© Slim Straight Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.","99% Algod¢n, 1% Elastano",Sinaloa,Azul,SI,-
85130845,08513-0845,-,1079039691,Levi's,Men's,Red Tab,Moda,Bottoms,513_ Levi_s© Slim Straight Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.","99% Algod¢n, 1% Elastano",Sinaloa Dark,Azul,SI,-
85130582,08513-0582,-,1070780623,Levi's,Men's,Red Tab,Moda,Bottoms,513_ Levi_s© Slim Straight Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.","60% Algod¢n, 40% Poli‚ster",Bowman Lake,Azul,SI,-
85130892,08513-0892,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,513_ Levi_s© Slim Straight Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.","99% Algod¢n,  1% Elastano",Cleveland,Azul,SI,-
85130891,08513-0891,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,513_ Levi_s© Slim Straight Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.","88% Algod¢n,  11% Poli‚ster,  1% Elastano",Detroit1,Azul,SI,-
85130890,08513-0890,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,513_ Levi_s© Slim Straight Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.",99% Algod¢n 1% Elastano,Hey Joe,Azul,SI,-
85130856,08513-0856,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,513_ Levi_s© Slim Straight Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.","75% Algod¢n, 24% Lyocell, 1% Elastano",Blue Comet,Azul,SI,-
85130025,08513-0025,-,1004098711,Levi's,Men's,Red Tab,B sico,Bottoms,513 Levi_s© Slim Straight,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.
100% Algod¢n
","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.",100% Algod¢n,Ice Cap,Azul Obscuro,NO,-
85130200,08513-0200,-,1025731420,Levi's,Men's,Red Tab,B sico,Bottoms,513 Levi_s© Slim Straight,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.
98% Algod¢n/2% Elastano
","Un ajuste vers til que es Slim sin ser demasiado estrecho a trav‚s de la pierna, los 513 _ Slim Straight Jeans ajustan debajo de la cintura y son ligeramente slim a trav‚s de la cadera y el muslo con una pierna recta. Este pantal¢n de mezclilla es la mejor opci¢n para las construcciones delgadas a atl‚ticas.","98% Algod¢n, 2% Elastano",Cash,Azul Medio,NO,-
361840001,36184-0001,-,1059116365,Dockers©,Men's,Red Tab,B sico,Tops,Stretch Oxford Shirt,"Camisa manga larga, Corte Fitted, Bolsa al frente, Comfort Collar,",Un bot¢n esencial obtiene una actualizaci¢n casual con mangas cortas y ajuste personalizado para acentuar la forma de nuestra Stretch Oxford Shirt.,"98% Algod¢n, 2% Elastano", Oxford Stretch Delft,Azul Claro,SI,-
361840043,36184-0043,4064333,1079824984,Dockers©,Men's,Red Tab,B sico,Tops,Stretch Oxford Shirt,"Camisa manga larga, Corte Fitted, Bolsa al frente, Comfort Collar,",Un bot¢n esencial obtiene una actualizaci¢n casual con mangas cortas y ajuste personalizado para acentuar la forma de nuestra Stretch Oxford Shirt.,"98% Algod¢n, 2% Elastano", Pagano Stretch Oxford Baby Blue,Azul Claro,SI,-
361840042,36184-0042,4064276,1079824933,Dockers©,Men's,Red Tab,B sico,Tops,Stretch Oxford Shirt,"Camisa manga larga, Corte Fitted, Bolsa al frente, Comfort Collar,",Un bot¢n esencial obtiene una actualizaci¢n casual con mangas cortas y ajuste personalizado para acentuar la forma de nuestra Stretch Oxford Shirt.,"98% Algod¢n, 2% Elastano", Tudor Stretch Oxford Baby Blue,Azul Claro,SI,-
361840000,36184-0000,-,1059116314,Dockers©,Men's,Red Tab,B sico,Tops,Stretch Oxford Shirt,"Camisa manga larga, Corte Fitted, Bolsa al frente, Comfort Collar,",Un bot¢n esencial obtiene una actualizaci¢n casual con mangas cortas y ajuste personalizado para acentuar la forma de nuestra Stretch Oxford Shirt.,"98% Algod¢n, 2% Elastano", Oxford Stretch Paper White+,Blanco,NO,-
361840046,36184-0046,4077815,1080180364,Dockers©,Men's,Red Tab,B sico,Tops,Stretch Oxford Shirt,"Camisa manga larga, Corte Fitted, Bolsa al frente, Comfort Collar,",Un bot¢n esencial obtiene una actualizaci¢n casual con mangas cortas y ajuste personalizado para acentuar la forma de nuestra Stretch Oxford Shirt.,"98% Algod¢n, 2% Elastano", Oxford Stretch Oxford Brandied Apricot,Rosa,SI,-
361840041,36184-0041,4077633,1080180216,Dockers©,Men's,Red Tab,B sico,Tops,Stretch Oxford Shirt,"Camisa manga larga, Corte Fitted, Bolsa al frente, Comfort Collar,",Un bot¢n esencial obtiene una actualizaci¢n casual con mangas cortas y ajuste personalizado para acentuar la forma de nuestra Stretch Oxford Shirt.,"98% Algod¢n, 2% Elastano", Pagano Stretch Oxford Brandied Apricot,Rosa,SI,-
361840045,36184-0045,4077758,1080180313,Dockers©,Men's,Red Tab,B sico,Tops,Stretch Oxford Shirt,"Camisa manga larga, Corte Fitted, Bolsa al frente, Comfort Collar,",Un bot¢n esencial obtiene una actualizaci¢n casual con mangas cortas y ajuste personalizado para acentuar la forma de nuestra Stretch Oxford Shirt.,"98% Algod¢n, 2% Elastano", Tudor Stretch Oxford Spray,Verde Claro,SI,-
361840044,36184-0044,4077691,1080180267,Dockers©,Men's,Red Tab,B sico,Tops,Stretch Oxford Shirt,"Camisa manga larga, Corte Fitted, Bolsa al frente, Comfort Collar,",Un bot¢n esencial obtiene una actualizaci¢n casual con mangas cortas y ajuste personalizado para acentuar la forma de nuestra Stretch Oxford Shirt.,"98% Algod¢n, 2% Elastano", Oxford Stretch Oxford Spray,Verde Claro,SI,-
248750073,24875-0073,-,1072837339,Levi's,Men's,Red Tab,Moda,Bottoms,519_ Levi_s© Extreme Skinny Fit,"Pantal¢n corte a la cadera,  pierna super ajustada hasta el tobillo,  cierre en bragueta,  cinco bolsilos","Un nuevo fit para quien le gustan sus jeans s£per justos, los 519 _ Extreme Skinny Jeans son el cl sico skinny hecho a£n m s skinny. A este pantal¢n de mezclilla se agreg¢ Stretch para la comodidad adicional y un corte debajo de la cintura, es s£per skinny de la cadera hasta el tobillo. Mejor para las construcciones delgadas.","81.5% Algod¢n, 17% Poli‚ster, 1.5% Elastano",Bicicleta Adv,Azul,NO,-
248750065,24875-0065,98759125,1070790173,Levi's,Men's,Red Tab,Moda,Bottoms,519_ Levi_s© Extreme Skinny Fit,"Pantal¢n corte a la cadera,  pierna super ajustada hasta el tobillo,  cierre en bragueta,  cinco bolsilos","Un nuevo fit para quien le gustan sus jeans s£per justos, los 519 _ Extreme Skinny Jeans son el cl sico skinny hecho a£n m s skinny. A este pantal¢n de mezclilla se agreg¢ Stretch para la comodidad adicional y un corte debajo de la cintura, es s£per skinny de la cadera hasta el tobillo. Mejor para las construcciones delgadas.","99% Algod¢n, 1% Elastano",Revolt Adv,Azul,NO,-
248750064,24875-0064,-,1070780887,Levi's,Men's,Red Tab,Moda,Bottoms,519_ Levi_s© Extreme Skinny Fit,"Pantal¢n corte a la cadera,  pierna super ajustada hasta el tobillo,  cierre en bragueta,  cinco bolsilos","Un nuevo fit para quien le gustan sus jeans s£per justos, los 519 _ Extreme Skinny Jeans son el cl sico skinny hecho a£n m s skinny. A este pantal¢n de mezclilla se agreg¢ Stretch para la comodidad adicional y un corte debajo de la cintura, es s£per skinny de la cadera hasta el tobillo. Mejor para las construcciones delgadas.","99% Algod¢n, 1% Elastano",Cleaner Adv,Azul,NO,-
248750083,24875-0083,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,519_ Levi_s© Extreme Skinny Fit,"Pantal¢n corte a la cadera,  pierna super ajustada hasta el tobillo,  cierre en bragueta,  cinco bolsilos","Un nuevo fit para quien le gustan sus jeans s£per justos, los 519 _ Extreme Skinny Jeans son el cl sico skinny hecho a£n m s skinny. A este pantal¢n de mezclilla se agreg¢ Stretch para la comodidad adicional y un corte debajo de la cintura, es s£per skinny de la cadera hasta el tobillo. Mejor para las construcciones delgadas.","99% Algod¢n, 1% Elastano",The Worm Adv ,Azul,SI,-
248750086,24875-0086,3365716,1078585366,Levi's,Men's,Red Tab,Moda,Bottoms,519_ Levi_s© Extreme Skinny Fit,"Pantal¢n corte a la cadera,  pierna super ajustada hasta el tobillo,  cierre en bragueta,  cinco bolsilos","Un nuevo fit para quien le gustan sus jeans s£per justos, los 519 _ Extreme Skinny Jeans son el cl sico skinny hecho a£n m s skinny. A este pantal¢n de mezclilla se agreg¢ Stretch para la comodidad adicional y un corte debajo de la cintura, es s£per skinny de la cadera hasta el tobillo. Mejor para las construcciones delgadas.","81.5% Algod¢n, 17% Poli‚ster, 1.5% Elastano",Acid John Adv,Azul,SI,-
248750078,24875-0078,-,1072587898,Levi's,Men's,Red Tab,Moda,Bottoms,519_ Levi_s© Extreme Skinny Fit,"Pantal¢n corte a la cadera,  pierna super ajustada hasta el tobillo,  cierre en bragueta,  cinco bolsilos","Un nuevo fit para quien le gustan sus jeans s£per justos, los 519 _ Extreme Skinny Jeans son el cl sico skinny hecho a£n m s skinny. A este pantal¢n de mezclilla se agreg¢ Stretch para la comodidad adicional y un corte debajo de la cintura, es s£per skinny de la cadera hasta el tobillo. Mejor para las construcciones delgadas.","92% Algod¢n, 6% Poli‚ster, 2% Elastano",Floppy Fish Adv,Negro,NO,-
248750070,24875-0070,-,1070790254,Levi's,Men's,Red Tab,Moda,Bottoms,519_ Levi_s© Extreme Skinny Fit,"Pantal¢n corte a la cadera,  pierna super ajustada hasta el tobillo,  cierre en bragueta,  cinco bolsilos","Un nuevo fit para quien le gustan sus jeans s£per justos, los 519 _ Extreme Skinny Jeans son el cl sico skinny hecho a£n m s skinny. A este pantal¢n de mezclilla se agreg¢ Stretch para la comodidad adicional y un corte debajo de la cintura, es s£per skinny de la cadera hasta el tobillo. Mejor para las construcciones delgadas.","99% Algod¢n, 1% Elastano",Stylo Adv,Negro,NO,-
248750084,24875-0084,3830404,-,Levi's,Men's,Red Tab,Moda,Bottoms,519_ Levi_s© Extreme Skinny Fit,"Pantal¢n corte a la cadera,  pierna super ajustada hasta el tobillo,  cierre en bragueta,  cinco bolsilos","Un nuevo fit para quien le gustan sus jeans s£per justos, los 519 _ Extreme Skinny Jeans son el cl sico skinny hecho a£n m s skinny. A este pantal¢n de mezclilla se agreg¢ Stretch para la comodidad adicional y un corte debajo de la cintura, es s£per skinny de la cadera hasta el tobillo. Mejor para las construcciones delgadas.","99% Algod¢n, 1% Elastano",Stylo Adv T3,Negro,SI,-
248750085,24875-0085,3839696,-,Levi's,Men's,Red Tab,Moda,Bottoms,519_ Levi_s© Extreme Skinny Fit,"Pantal¢n corte a la cadera,  pierna super ajustada hasta el tobillo,  cierre en bragueta,  cinco bolsilos","Un nuevo fit para quien le gustan sus jeans s£per justos, los 519 _ Extreme Skinny Jeans son el cl sico skinny hecho a£n m s skinny. A este pantal¢n de mezclilla se agreg¢ Stretch para la comodidad adicional y un corte debajo de la cintura, es s£per skinny de la cadera hasta el tobillo. Mejor para las construcciones delgadas.","99% Algod¢n, 1% Elastano",Iago Rinse Adv,Negro,SI,-
45112927,04511-2927,-,-,Levi's,Men's,Wellthread,Moda,Bottoms,511_ Levi_s© Slim Fit,"Pantal¢n de mezclilla, cintura media, corte ajustado, cierre en bragueta, pierna slim, cinco bolsillos.","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. ","60% Algod¢n, 40% Lyocell", Wellthread Refibra Rinse,Azul Obscuro,NO,-
564970004,56497-0004,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura alta, corte recto,pierna y caja semiajustada, botones en bragueta,cinco bolsillos","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.","98% Algod¢n, 2% Elastano", Levi's Made & Crafted Bishops Peak,Azul Claro,SI,-
564970003,56497-0003,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura alta, corte recto,pierna y caja semiajustada, botones en bragueta,cinco bolsillos","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.","98% Algod¢n, 2% Elastano", Levi's Made & Crafted Kerry,Azul Medio,SI,-
564970007,56497-0007,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura alta, corte recto,pierna y caja semiajustada, botones en bragueta,cinco bolsillos","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.","98% Algod¢n, 2% Elastano", Levi's Made & Crafted Resin Rinse Stretch,Azul Obscuro,SI,-
564970040,56497-0040,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura media, corte ajustado, cierre en bragueta, pierna slim, cinco bolsillos.","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.","98% Algod¢n, 2% Elastano", Levi's Made & Crafted Fuji Selvedge Mij,Azul Medio,SI,-
564970041,56497-0041,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura media, corte ajustado, cierre en bragueta, pierna slim, cinco bolsillos.","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.","98% Algod¢n, 2% Elastano", Levi's Made & Crafted Ume Mij,Azul Obscuro,SI,-
564970026,56497-0026,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura media, corte ajustado, cierre en bragueta, pierna slim, cinco bolsillos.","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.",100% Algod¢n, Levi's Made & Crafted Allende,Azul Obscuro,SI,-
564970031,56497-0031,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura media, corte ajustado, cierre en bragueta, pierna slim, cinco bolsillos.","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.","97% Algod¢n, 2% Poli‚ster, 1% Elastano", Ecru,Beige,SI,-
564970023,56497-0023,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura media, corte ajustado, cierre en bragueta, pierna slim, detalles de contruccion, bordados, en ambas piernas, cinco bolsillos.","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.","98% Algod¢n, 2% Elastano", Levi's Made & Crafted Mij Cortado,Azul Medio,SI,-
564970018,56497-0018,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura alta, corte recto,pierna y caja semiajustada, botones en bragueta,cinco bolsillos","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo.-Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.","98% Algod¢n, 2% Elastano", Levi's Made & Crafted Crucible,Gris ,NO,-
564970017,56497-0017,-,-,Levi's,Men's,Made & Crafted ,Moda,Bottoms,Levi_s© Made & Crafted 511,"Pantal¢n de mezclilla, cintura alta, corte recto,pierna y caja semiajustada, botones en bragueta,cinco bolsillos","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo.-Lleva tu gusto por la moda al siguiente nivel con Levi's© Made & Crafted_. Se trata de nuestra l¡nea m s exclusiva que te ofrece calidad, dise¤o pero sobre todo mucho estilo. Elaborada con los mejores materiales Levi's© Made & Crafted_ te har  lucir incre¡ble.","98% Algod¢n, 2% Elastano", Levi's Made & Crafted Black Rinse ,Negro,SI,-
679810000,67981-0000,-,-,Levi's,Men's,Wellthread,Moda,Bottoms,Wellthread 511,"Pantal¢n de mezclilla, cintura media, corte ajustado, cierre en bragueta, pierna slim, cinco bolsillos.","Un pantal¢n de mezclilla semi ajustada, moderno y con espacio para moverse los 511 _ Wellthread Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna ajustada de la cadera al tobillo. ","70% Algod¢n, 30% Hemp", Wellthread Optic White,Blanco,SI,-
45113323,04511-3323,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,511_ Levi_s© Slim Fit,"Pantal¢n de mezclilla con destrucci¢n,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un pantal¢n de mezclilla Slim, moderno y con espacio para moverse- los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna slim de la cadera al tobillo","99% Algod¢n, 1% Elastano",Finely Shred Warp,Azul,SI,-
45113317,04511-3317,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,511_ Levi_s© Slim Fit,"Pantal¢n de mezclilla con destrucci¢n,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un pantal¢n de mezclilla Slim, moderno y con espacio para moverse- los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna slim de la cadera al tobillo","99% Algod¢n, 1% Elastano",Blue Mekong Light ,Azul,SI,-
45113402,04511-3402,3833226,1080027566,Levi's,Men's,Red Tab,Moda,Bottoms,511_ Levi_s© Slim Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un pantal¢n de mezclilla Slim, moderno y con espacio para moverse- los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna slim de la cadera al tobillo","75% Algod¢n, 24% Lyocell, 1% Elastano",Pauper Tint,Azul,SI,-
45112368,04511-2368,-,1072587197,Levi's,Men's,Red Tab,Moda,Bottoms,511_ Levi_s© Slim Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un pantal¢n de mezclilla Slim, moderno y con espacio para moverse- los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna slim de la cadera al tobillo","99% Algod¢n, 1% Elastano",Pulley,Azul,NO,-
45112245,04511-2245,-,-,Levi's,Men's,Red Tab,Moda,Bottoms,511_ Levi_s© Slim Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un pantal¢n de mezclilla Slim, moderno y con espacio para moverse- los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna slim de la cadera al tobillo","98% Algod¢n, 2% Elastano",Dress Blues Lht Pd Wt,Azul,SI,-
45113315,04511-3315,3364693,1079642967,Levi's,Men's,Red Tab,Moda,Bottoms,511_ Levi_s© Slim Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un pantal¢n de mezclilla Slim, moderno y con espacio para moverse- los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna slim de la cadera al tobillo","99% Algod¢n, 1% Elastano",Sinaloa Stone,Azul,SI,-
45113326,04511-3326,3833127,1080027272,Levi's,Men's,Red Tab,Moda,Bottoms,511_ Levi_s© Slim Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un pantal¢n de mezclilla Slim, moderno y con espacio para moverse- los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna slim de la cadera al tobillo","99% Algod¢n, 1% Elastano",Kickflip Dark,Azul,SI,-
45113324,04511-3324,3364990,1079643050,Levi's,Men's,Red Tab,Moda,Bottoms,511_ Levi_s© Slim Fit,"Pantal¢n de mezclilla,  cintura media,  corte ajustado,  cierre en bragueta,  pierna slim,  cinco bolsillos.","Un pantal¢n de mezclilla Slim, moderno y con espacio para moverse- los 511 _ Slim Fit Jeans son un cl sico desde este momento. Estos jeans ajustan debajo de la cintura con una pierna slim de la cadera al tobillo","99% Algod¢n, 1% Elastano",Start Line,Azul,SI,-
